[Input ID],Gene_desc,Score,Ratio H/L normalized,Intensity,logint,logRatio,[source_id],[Product Description],[# TM Domains],[SignalP Peptide]2
Tb927.10.7570,"gene_product=dihydrolipoamide acetyltransferase E2 subunit, putative",75.722,1.2293,493730,13.10974409,0.297837036,Tb927.10.7570:mRNA,"dihydrolipoamide acetyltransferase E2 subunit, putative",0,1
Tb927.11.460,gene_product=predicted WD40 repeat protein,3.9488,1.2288,252710,12.43999787,0.297250121,Tb927.11.460:mRNA,predicted WD40 repeat protein,0,0
Tb927.6.3010,"gene_product=PH domain containing protein, putative",2.9224,1.228,301070,12.61509807,0.296310561,Tb927.6.3010:mRNA,"PH domain containing protein, putative",0,0
Tb927.7.3030,"gene_product=hypothetical protein, conserved",7.3526,1.2268,2533700,14.74519124,0.294900072,Tb927.7.3030:mRNA,"hypothetical protein, conserved",0,0
Tb927.8.5640,"gene_product=hypothetical protein, conserved",8.3062,1.2262,1678400,14.33335152,0.29419431,Tb927.8.5640:mRNA,putative succinate dehydrogenase subunit,0,0
Tb927.11.8310,"gene_product=class I transcription factor A, subunit 4",12.066,1.2258,451830,13.02106128,0.29372361,Tb927.11.8310:mRNA,"class I transcription factor A, subunit 4",0,1
Tb927.11.16730,gene_product=dihydrolipoyl dehydrogenase,18.609,1.2255,2693000,14.80616637,0.293370484,Tb927.11.16730:mRNA,dihydrolipoyl dehydrogenase,0,0
Tb927.5.4290,"gene_product=hypothetical protein, conserved",8.8772,1.225,1204300,14.00140904,0.292781749,Tb927.5.4290:mRNA,"hypothetical protein, conserved",0,0
Tb927.8.4390,"gene_product=translation initiation factor eIF-2B subunit beta, putative",12.04,1.2245,731110,13.50231921,0.292192774,Tb927.8.4390:mRNA,"translation initiation factor eIF-2B subunit beta, putative",0,0
Tb927.11.16130,gene_product=nucleoside diphosphate kinase,12.113,1.2231,1150400,13.95562027,0.290542363,Tb927.11.16130:mRNA,nucleoside diphosphate kinase,0,0
Tb927.10.1700,"gene_product=hypothetical protein, conserved",36.587,1.2231,14405000,16.48308593,0.290542363,Tb927.10.1700:mRNA,"hypothetical protein, conserved",0,0
Tb927.3.1150,"gene_product=Conserved hypothetical ATP binding protein, putative",8.2178,1.2217,1076600,13.88931849,0.288890061,Tb927.3.1150:mRNA,"Conserved hypothetical ATP binding protein, putative",0,0
Tb927.7.1790,"gene_product=Adenine phosphoribosyltransferase, putative",5.9638,1.2188,2237200,14.62073564,0.285461405,Tb927.7.1790:mRNA,"Adenine phosphoribosyltransferase, putative",0,0
Tb927.5.2140,gene_product=regulator of nonsense transcripts 1,16.241,1.218,652030,13.38784585,0.284514133,Tb927.5.2140:mRNA,regulator of nonsense transcripts 1,0,0
Tb927.8.1270,gene_product=conserved protein,73.199,1.2176,1836000,14.42309985,0.284040264,Tb927.8.1270:mRNA,conserved protein,0,0
Tb927.6.1550,"gene_product=Leucine-rich repeat, ribonuclease inhibitor subtype domain-containing protein",4.2915,1.2173,1685700,14.33769147,0.28368476,Tb927.6.1550:mRNA,"Leucine-rich repeat, ribonuclease inhibitor subtype domain-containing protein",1,0
Tb927.8.5990,"gene_product=NLE (NUC135) domain/WD domain, G-beta repeat, putative",11.627,1.2171,1355100,14.11938581,0.283447708,Tb927.8.5990:mRNA,"NLE (NUC135) domain/WD domain, G-beta repeat, putative",0,0
Tb927.10.8710,gene_product=centrin-3,21.202,1.217,7738500,15.86171843,0.283329168,Tb927.10.8710:mRNA,centrin-3,0,0
Tb927.10.16110,"gene_product=hypothetical protein, conserved",12.984,1.2133,1374700,14.13374608,0.278936315,Tb927.10.16110:mRNA,component of motile flagella 1,0,0
Tb927.6.4600,"gene_product=pre-mRNA splicing factor ATP-dependent RNA helicase, putative",5.469,1.211,966260,13.78118823,0.276198865,Tb927.6.4600:mRNA,"pre-mRNA splicing factor ATP-dependent RNA helicase, putative",0,0
Tb927.10.4570,gene_product=elongation factor 2,127.58,1.2104,72752000,18.10256696,0.275483893,Tb927.10.4570:mRNA,elongation factor 2,0,0
Tb927.10.14840,"gene_product=Mitochondrial ADP/ATP carrier protein 5a, putative",18.102,1.2098,20799000,16.85041547,0.274768566,Tb927.10.14840:mRNA,Mitochondrial ADP/ATP carrier protein 5a,3,0
Tb927.7.6090,gene_product=eukaryotic translation initiation factor 3 subunit a,13.258,1.2097,2755500,14.82910947,0.27464931,Tb927.7.6090:mRNA,eukaryotic translation initiation factor 3 subunit a,0,0
Tb927.2.4550,"gene_product=FtsJ cell division protein, putative",4.1118,1.2077,1229800,14.02236211,0.272262125,Tb927.2.4550:mRNA,2'-O-ribose RNA methyltransferase SPB1 homolog,0,0
Tb927.10.380,gene_product=mitochondrial RNA binding complex 1 subunit,2.4715,1.2048,474740,13.07052256,0.268793675,Tb927.10.380:mRNA,kinetoplast ribosomal PPR-repeat containing protein 5,0,0
Tb927.11.6170,"gene_product=protein transport protein SEC31, putative",25.764,1.2042,3554000,15.08358429,0.268075023,Tb927.11.6170:mRNA,"protein transport protein SEC31, putative",0,1
Tb927.11.8870,"gene_product=DEAD-box ATP-dependent RNA helicase, mitochondrial",17.747,1.2022,4527700,15.32572464,0.265676925,Tb927.11.8870:mRNA,"DEAD-box ATP-dependent RNA helicase, mitochondrial",0,0
Tb927.3.4330,gene_product=Paraflagellar rod protein 1-5,27.147,1.2019,3073800,14.93842514,0.265316867,Tb927.3.4330:mRNA,Paraflagellar rod protein 1-5,0,0
Tb927.11.7780,gene_product=Mitochondrial import receptor subunit ATOM46,23.509,1.2015,2810100,14.84873063,0.264836648,Tb927.11.7780:mRNA,Mitochondrial import receptor subunit ATOM46,1,0
Tb927.6.3570,"gene_product=tubulin-tyrosine ligase-like protein, conserved",14.787,1.2014,1812000,14.40994177,0.264716569,Tb927.6.3570:mRNA,"tubulin-tyrosine ligase-like protein, conserved",0,0
Tb927.11.6590,"gene_product=metallo-peptidase, Clan MF, Family M17",26.178,1.2009,4268400,15.26674961,0.264116022,Tb927.11.6590:mRNA,"metallo-peptidase, Clan MF, Family M17",0,0
Tb927.7.3820,"gene_product=hypothetical protein, conserved",12.809,1.2009,1565800,14.26390743,0.264116022,Tb927.7.3820:mRNA,"hypothetical protein, conserved",0,0
Tb927.10.16170,"gene_product=potassium voltage-gated channel, putative",6.5963,1.1996,909470,13.72061729,0.262553427,Tb927.10.16170:mRNA,"potassium voltage-gated channel, putative",0,0
Tb927.7.270,"gene_product=ribosome biogenesis protein, putative",14.196,1.1988,944980,13.75891904,0.261590989,Tb927.7.270:mRNA,Ribosome production factor 2 homolog,0,0
Tb927.11.1550,"gene_product=XRN 5'-3' exonuclease N-terminus, putative",10.018,1.1979,209590,12.25290852,0.260507478,Tb927.11.1550:mRNA,"XRN 5'-3' exonuclease N-terminus, putative",0,0
Tb927.2.4370,gene_product=trypanothione synthetase,9.4829,1.197,588260,13.28492431,0.259423152,Tb927.2.4370:mRNA,trypanothione synthetase,0,0
Tb927.4.3840,"gene_product=nucleolar protein, putative",10.467,1.1948,373450,12.83053941,0.256769143,Tb927.4.3840:mRNA,"nucleolar protein, putative",0,0
Tb927.11.1450,"gene_product=2-oxoglutarate dehydrogenase E1 component, putative",137.55,1.1945,17522000,16.67896779,0.256406854,Tb927.11.1450:mRNA,"2-oxoglutarate dehydrogenase E1 component, putative",0,0
Tb927.7.7010,"gene_product=hypothetical protein, conserved",7.8211,1.1944,1727500,14.36218583,0.256286071,Tb927.7.7010:mRNA,"LSU ribosomal protein, mitochondrial, putative",0,0
Tb927.10.1320,"gene_product=hypothetical protein, conserved",7.4374,1.1941,487370,13.09677887,0.25592366,Tb927.10.1320:mRNA,"hypothetical protein, conserved",0,0
Tb927.10.1720,"gene_product=ATP-dependent DEAD/H RNA helicase, putative",11.305,1.1933,1874800,14.44401255,0.254956787,Tb927.10.1720:mRNA,"ATP-dependent DEAD/H RNA helicase, putative",0,0
Tb927.10.7680,"gene_product=GTPase activating protein, putative",10.533,1.1931,325980,12.69459131,0.254714968,Tb927.10.7680:mRNA,"GTPase activating protein, putative",0,0
Tb927.6.700,"gene_product=alanyl-tRNA synthetase, putative",53.608,1.1929,1929800,14.47292693,0.254473108,Tb927.6.700:mRNA,"alanyl-tRNA synthetase, putative",0,0
Tb927.3.5040,"gene_product=hypothetical protein, conserved",65.447,1.1927,30705000,17.23993607,0.254231207,Tb927.3.5040:mRNA,"hypothetical protein, conserved",0,0
Tb927.11.14900,gene_product=coatomer subunit epsilon,10.827,1.1924,2165800,14.58830037,0.25386828,Tb927.11.14900:mRNA,coatomer subunit epsilon,0,0
Tb927.4.1300,"gene_product=amidinotransferase, putative",10.198,1.1924,2461600,14.7163221,0.25386828,Tb927.4.1300:mRNA,"amidinotransferase, putative",0,0
Tb927.11.7920,"gene_product=hypothetical protein, conserved",6.1687,1.1907,905330,13.7160548,0.251809968,Tb927.11.7920:mRNA,"hypothetical protein, conserved",0,0
Tb927.1.1700,"gene_product=AATF protein, putative",24.158,1.1907,1486800,14.21213672,0.251809968,Tb927.1.1700:mRNA,"AATF protein, putative",0,0
Tb927.11.11510,gene_product=hd phosphohydrolase family protein,21.953,1.19,6157200,15.63313269,0.250961574,Tb927.11.11510:mRNA,hd phosphohydrolase family protein,0,0
Tb927.11.5060,"gene_product=Mitochondrial small ribosomal subunit Rsm22, putative",3.6926,1.1895,1366900,14.12805596,0.250355272,Tb927.11.5060:mRNA,"Mitochondrial small ribosomal subunit Rsm22, putative",0,1
Tb927.11.1660,"gene_product=vesicular transport protein (CDC48 homologue), putative",66.503,1.1891,4043100,15.21252228,0.249870047,Tb927.11.1660:mRNA,"vesicular transport protein (CDC48 homologue), putative",0,0
Tb927.8.630,"gene_product=lipoyltransferase, putative",47.238,1.188,2802400,14.84598675,0.248534836,Tb927.8.630:mRNA,"lipoyltransferase, putative",0,0
Tb927.8.5200,"gene_product=hypothetical protein, conserved",10.52,1.1851,1292400,14.07201151,0.2450088,Tb927.8.5200:mRNA,"Mitochondrial SSU ribosomal protein, putative",0,0
Tb927.11.9590,"gene_product=S-adenosylhomocysteine hydrolase, putative",8.114,1.1842,2779600,14.83781759,0.243912759,Tb927.11.9590:mRNA,"S-adenosylhomocysteine hydrolase, putative",0,0
Tb927.8.6960,"gene_product=hypothetical protein, conserved",13.483,1.184,1032100,13.84710612,0.243669081,Tb927.8.6960:mRNA,"NADH-ubiquinone oxidoreductase complex I subunit, putative",0,1
Tb927.10.2730,"gene_product=START domain containing protein, putative",3.2902,1.1834,344510,12.7498784,0.2429378,Tb927.10.2730:mRNA,"START domain containing protein, putative",0,0
Tb11.02.5105b,"gene_product=hypothetical protein, conserved",8.3614,1.1831,939270,13.75285826,0.242572021,Tb11.02.5105b.1,"hypothetical protein, conserved",0,0
Tb927.11.7420,gene_product=phosphoadenosine phosphosulfate reductase-like protein,32.816,1.1822,2875900,14.87187623,0.241474126,Tb927.11.7420:mRNA,phosphoadenosine phosphosulfate reductase-like protein,0,0
Tb927.8.750,"gene_product=nucleolar RNA-binding protein, putative",11.731,1.1815,9335000,16.04928133,0.240619629,Tb927.8.750:mRNA,"nucleolar RNA-binding protein, putative",0,0
Tb927.10.1560,"gene_product=hypothetical protein, conserved",8.8789,1.181,38024000,17.4537281,0.240008965,Tb927.10.1560:mRNA,"hypothetical protein, conserved",0,0
Tb927.6.2360,"gene_product=adenosine kinase, putative",33.689,1.1804,13973000,16.45263745,0.239275826,Tb927.6.2360:mRNA,"adenosine kinase, putative",0,0
Tb927.10.6290,"gene_product=ATP-dependent DEAD/H RNA helicase, putative",2.9479,1.1802,401370,12.90263897,0.239031363,Tb927.10.6290:mRNA,"ATP-dependent DEAD/H RNA helicase, putative",0,0
Tb927.3.1840,"gene_product=3-oxo-5-alpha-steroid 4-dehydrogenase, putative",9.0906,1.1789,2137700,14.57524104,0.237441347,Tb927.3.1840:mRNA,"3-oxo-5-alpha-steroid 4-dehydrogenase, putative",4,0
Tb927.11.1630,"gene_product=hypothetical protein, conserved",5.5165,1.1786,492710,13.10767604,0.237074171,Tb927.11.1630:mRNA,"LSU ribosomal protein, mitochondrial, putative",0,0
Tb927.10.14000,gene_product=aconitase,3.0073,1.1767,437740,12.98938041,0.234746552,Tb927.10.14000:mRNA,aconitase,0,0
Tb927.10.7410,"gene_product=succinyl-CoA ligase [GDP-forming] beta-chain, putative",88.071,1.1766,29951000,17.21507327,0.234623941,Tb927.10.7410:mRNA,"succinyl-CoA ligase [GDP-forming] beta-chain, putative",0,0
Tb927.7.1270,"gene_product=hypothetical protein, conserved",9.5224,1.1765,2627700,14.7816195,0.234501321,Tb927.7.1270:mRNA,"hypothetical protein, conserved",0,0
Tb927.10.3560,"gene_product=arginine N-methyltransferase, putative",33.794,1.1765,1710800,14.35247166,0.234501321,Tb927.10.3560:mRNA,"arginine N-methyltransferase, putative",0,0
Tb927.4.1410,"gene_product=hypothetical protein, conserved",4.1727,1.1764,941010,13.75470905,0.234378689,Tb927.4.1410:mRNA,"hypothetical protein, conserved",0,0
Tb927.7.6410,"gene_product=hypothetical protein, conserved",4.8456,1.1761,564850,13.24431549,0.234010733,Tb927.7.6410:mRNA,"hypothetical protein, conserved",0,0
Tb927.8.6170,"gene_product=transketolase, putative",41.484,1.1757,848210,13.65088353,0.233519979,Tb927.8.6170:mRNA,"transketolase, putative",0,0
Tb927.7.7050,"gene_product=hypothetical protein, conserved",6.8299,1.1743,1238400,14.02933078,0.231801023,Tb927.7.7050:mRNA,"hypothetical protein, conserved",0,0
Tb927.4.1270,"gene_product=ruvB-like DNA helicase, putative",12.91,1.1739,1199900,13.99774878,0.231309516,Tb927.4.1270:mRNA,"ruvB-like DNA helicase, putative",0,0
Tb927.5.4430,"gene_product=calcium/calmodulin-dependent protein kinase, putative",8.3902,1.1732,167460,12.0284998,0.230448976,Tb927.5.4430:mRNA,"calcium/calmodulin-dependent protein kinase, putative",0,0
Tb927.11.9530,gene_product=14-3-3 protein 1,13.147,1.173,3225900,14.98672254,0.230203013,Tb927.11.9530:mRNA,14-3-3 protein 1,0,0
Tb927.10.3210,"gene_product=delta-1-pyrroline-5-carboxylate dehydrogenase, putative",96.988,1.1726,32717000,17.30340538,0.229710962,Tb927.10.3210:mRNA,"delta-1-pyrroline-5-carboxylate dehydrogenase, putative",0,0
Tb927.10.9980,"gene_product=hypothetical protein, conserved",83.872,1.1719,26616000,17.0970231,0.228849468,Tb927.10.9980:mRNA,"hypothetical protein, conserved",0,0
Tb927.11.8710,"gene_product=hypothetical protein, conserved",3.4677,1.1706,217030,12.28779087,0.227248184,Tb927.11.8710:mRNA,"hypothetical protein, conserved",0,0
Tb927.8.8180,gene_product=mitochondrial RNA binding complex 1 subunit,28.316,1.1703,16891000,16.64229149,0.226878404,Tb927.8.8180:mRNA,mitochondrial RNA binding complex 1 subunit,0,0
Tb927.6.2790,"gene_product=L-threonine 3-dehydrogenase, putative",51.513,1.168,5967600,15.60185539,0.224040274,Tb927.6.2790:mRNA,L-threonine 3-dehydrogenase,0,1
Tb927.11.2750,gene_product=Present in the outer mitochondrial membrane proteome 12,2.5679,1.1664,1181700,13.98246464,0.222062625,Tb927.11.2750:mRNA,Present in the outer mitochondrial membrane proteome 12,0,0
Tb927.9.9290,gene_product=polyadenylate-binding protein 1,35.444,1.1657,5222400,15.46846762,0.22119655,Tb927.9.9290:mRNA,polyadenylate-binding protein 1,0,0
Tb927.11.580,"gene_product=lipid-like atypical dual specificity phosphatase, putative",5.0581,1.1644,362200,12.79995182,0.219586745,Tb927.11.580:mRNA,"lipid-like atypical dual specificity phosphatase, putative",0,0
Tb927.8.4450,"gene_product=RNA-binding protein, putative",5.2626,1.1644,1523800,14.23671777,0.219586745,Tb927.8.4450:mRNA,"RNA-binding protein, putative",0,0
Tb927.10.6300,"gene_product=Ribosomal protein S5, C-terminal domain containing protein, putative",3.7437,1.1643,583870,13.27743363,0.219462839,Tb927.10.6300:mRNA,Mitochondrial ribosomal protein S5,0,0
Tb927.8.4820,gene_product=eukaryotic translation initiation factor 4 gamma 3,53.11,1.1637,5083800,15.44156957,0.218719182,Tb927.8.4820:mRNA,eukaryotic translation initiation factor 4 gamma 3,0,0
Tb927.3.1790,"gene_product=pyruvate dehydrogenase E1 beta subunit, putative",152.51,1.1636,38707000,17.47153102,0.218595202,Tb927.3.1790:mRNA,"pyruvate dehydrogenase E1 beta subunit, putative",0,1
Tb927.6.2640,"gene_product=importin alpha subunit, putative",23.664,1.1628,2404700,14.69293571,0.217602977,Tb927.6.2640:mRNA,"importin alpha subunit, putative",0,0
Tb11.1780.1-p1,"gene_product=retrotransposon hot spot protein 1 (RHS1, pseudogene), putative",18.387,1.1613,3230900,14.98827129,0.215740713,,,,0
Tb927.6.4300,"gene_product=glyceraldehyde 3-phosphate dehydrogenase, glycosomal",109.91,1.1611,490340000,20.01060959,0.21549223,Tb927.6.4300:mRNA,"glyceraldehyde 3-phosphate dehydrogenase, glycosomal",0,0
Tb927.5.1240,"gene_product=LicD family, putative",12.383,1.1601,633370,13.35881005,0.21424917,Tb927.5.1240:mRNA,"LicD family, putative",0,0
Tb927.10.10280,"gene_product=microtubule-associated protein, putative",24.714,1.16,42616000,17.56774033,0.214124805,Tb927.10.10280:mRNA,"microtubule-associated protein, putative",0,0
Tb927.11.11680,"gene_product=2-oxoglutarate dehydrogenase E2 component, putative",52.931,1.1599,94201000,18.36094136,0.21400043,Tb927.11.11680:mRNA,"2-oxoglutarate dehydrogenase E2 component, putative",0,0
Tb927.10.14790,"gene_product=metallo-peptidase, Clan MG, Family M24",8.1852,1.1592,1439300,14.17966744,0.2131295,Tb927.10.14790:mRNA,"metallo-peptidase, Clan MG, Family M24",0,0
Tb927.4.4160,gene_product=mitochondrial RNA binding protein,38.654,1.1588,16424000,16.61425424,0.21263159,Tb927.4.4160:mRNA,mitochondrial RNA binding protein,0,1
Tb927.9.5320,"gene_product=nucleolar RNA binding protein, putative",133.55,1.1587,23407000,16.96854568,0.212507085,Tb927.9.5320:mRNA,"nucleolar RNA binding protein, putative",0,0
Tb927.10.14180,gene_product=protein transport protein SEC13,61.935,1.1585,6703600,15.71815525,0.212258044,Tb927.10.14180:mRNA,protein transport protein SEC13,0,0
Tb927.10.2560,gene_product=mitochondrial malate dehydrogenase,38.281,1.1577,24871000,17.02921302,0.21126145,Tb927.10.2560:mRNA,mitochondrial malate dehydrogenase,0,1
Tb11.v5.0493,"gene_product=kinesin K39, putative",7.5345,1.1574,3903000,15.17725605,0.210887549,Tb11.v5.0493.1,"kinesin K39, putative",0,0
Tb927.8.4810,gene_product=prohibitin 1,13.478,1.1569,2510700,14.73607216,0.210264166,Tb927.8.4810:mRNA,prohibitin 1,0,1
Tb927.8.8170,"gene_product=mitochondrial RNA binding protein 1, putative",57.829,1.1559,16321000,16.60796318,0.209016592,Tb927.8.8170:mRNA,"mitochondrial RNA binding protein 1, putative",0,1
Tb927.11.3120,gene_product=nucleolar GTP-binding protein 1,9.5905,1.1556,1057600,13.87151275,0.208642109,Tb927.11.3120:mRNA,nucleolar GTP-binding protein 1,0,0
Tb927.3.2710,gene_product=6-phosphofructo-2-kinase 1,19.945,1.1548,2589300,14.76689813,0.207643013,Tb927.3.2710:mRNA,6-phosphofructo-2-kinase 2,0,0
Tb927.2.2530,"gene_product=hypothetical protein, conserved",26.928,1.1547,18173000,16.71544753,0.207518077,Tb927.2.2530:mRNA,"hypothetical protein, conserved",0,0
Tb927.11.3940,"gene_product=hypothetical protein, conserved",2.3242,1.154,175560,12.07573614,0.206643224,Tb927.11.3940:mRNA,"hypothetical protein, conserved",2,0
Tb927.11.5440,gene_product=malic enzyme,44.939,1.1534,17589000,16.68278426,0.205892928,Tb927.11.5440:mRNA,"NADP-dependent malic enzyme, cytosolic",0,0
Tb927.2.380,"gene_product=retrotransposon hot spot protein 2 (RHS2), putative",2.1479,1.1519,1894800,14.45462385,0.204015477,Tb927.2.380:mRNA,"retrotransposon hot spot protein 2 (RHS2), putative",0,0
Tb927.8.7530,"gene_product=3,2-trans-enoyl-CoA isomerase, mitochondrial precursor, putative",39.819,1.1493,10615000,16.17777865,0.200755432,Tb927.8.7530:mRNA,"3,2-trans-enoyl-CoA isomerase, mitochondrial precursor, putative",0,1
Tb927.3.4680,"gene_product=RAB GDP dissociation inhibitor alpha, putative",3.1934,1.1485,733070,13.50499647,0.199750857,Tb927.3.4680:mRNA,"RAB GDP dissociation inhibitor alpha, putative",0,0
